ALD;COST IN CLOUD;NU;MT
375.5967394819208;365825.7221214071;262150.026;40.25999999999932
374.9873105545441;406273.0849906368;264618.026;40.25999999999932
372.21891866683313;451468.8398259807;264694.026;40.25999999999932
371.34213324793234;387149.44297610293;263971.026;40.25999999999932
372.8186444183354;421210.80457641074;254073.526;40.25999999999932
368.06679593157656;426448.5084561397;267986.026;40.25999999999932
377.1783689282385;406912.3881711648;260855.026;40.25999999999932
369.0965942708866;426265.3152682076;268563.026;40.25999999999932
377.1094047887479;430242.31165820383;257910.026;40.25999999999932
362.4903530916912;437115.1220350022;265376.026;40.25999999999932
