ALD;COST IN CLOUD;NU;MT
77.1208008038287;100398.79999999685;23893.84;18.399999999999785
84.40407030083462;21145.599999996302;23328.84;18.399999999999785
77.96593275693527;71866.6399999963;24593.84;18.399999999999785
89.17616359620386;44323.5999999969;24050.84;18.399999999999785
98.43635118286025;20174.079999996153;23267.34;18.399999999999785
83.90089589695715;60821.39999999653;24203.84;18.399999999999785
70.91977376183266;87830.4799999961;24676.34;18.399999999999782
80.07957725861499;90410.38928188302;25678.34;18.39999999999978
100.023464664639;31215.439999996353;26776.84;18.399999999999785
94.35365406019413;32726.07999999625;25690.84;18.399999999999785
