ALD;COST IN CLOUD;NU;MT
490.3379770982499;511893.53261298576;414400.526;50.25999999999946
495.10347343061295;488356.80504654045;410217.606;51.05999999999941
505.38367664929524;469587.031053289;437833.986;49.859999999999445
475.46758387144877;471259.286340317;407594.05;50.499999999999424
478.1894406290479;481530.06185890816;412393.542;50.41999999999943
510.0818185120097;485532.9298563372;449258.05;50.499999999999424
476.14635686746584;526980.8583590047;397934.478;49.77999999999943
515.6782032273334;493254.1567206633;457298.534;50.33999999999944
514.8620325978296;491975.8370651854;446196.034;50.33999999999942
517.1027370420568;492013.1060875013;462183.042;50.41999999999943
