ALD;COST IN CLOUD;NU;MT
56.10511657618083;198525.5199999992;28284.32;23.199999999999683
79.69969011354713;86995.83999999621;33525.788;22.87999999999969
74.9848084741887;23196.211489813868;33406.82;23.199999999999683
107.96021335543756;18835.03999999624;32189.256;22.559999999999697
94.41494788821473;28878.879999995588;32721.788;22.87999999999969
87.51165142622222;42871.279999996295;33602.82;23.199999999999683
49.68049974850823;183822.34928188362;27839.352;23.519999999999673
61.614595303942814;194700.39464094187;28490.884;23.83999999999967
55.62325003204136;176238.79999999877;27682.192;21.919999999999707
81.4740390004269;24301.634469449113;33676.82;23.199999999999683
