ALD;COST IN CLOUD;NU;MT
359.16626845152746;436841.477841163;245344.342;18.419999999999785
361.01035755760176;470809.821742456;244222.422;19.219999999999768
357.3384042562249;432295.1846778945;244723.35;18.499999999999783
357.7858570569683;455848.9973468508;244626.818;18.179999999999787
353.20214828350566;422266.1557382944;243499.31;18.099999999999792
357.60062595843124;453159.16558226873;238394.366;18.65999999999978
391.70963820192037;433041.2037072274;263482.334;18.339999999999787
367.3857799834211;457372.8424859673;249675.85;18.499999999999783
357.5427530637777;414400.9366606041;244549.89;18.89999999999977
355.69335366087364;402589.25812834554;237336.294;17.939999999999795
