ALD;COST IN CLOUD;NU;MT
401.81613342470155;364990.28832373436;247216.59;20.899999999999732
390.70071975088365;370516.71359539323;243070.09;20.899999999999732
393.7975086431919;381123.20211109845;244542.09;20.899999999999732
383.1646022486191;340062.6868090792;217359.09;20.899999999999732
395.39235900053063;349242.34241210914;235778.09;20.899999999999732
396.3805491788304;379732.4855422854;242094.09;20.899999999999732
409.85985110118776;388668.58884082496;259678.59;20.899999999999732
398.7513625060637;362057.56042727095;267462.59;20.899999999999732
396.43221740257945;351269.8644058973;240884.09;20.899999999999732
405.08592648468704;358984.15720666805;254396.09;20.899999999999732
