ALD;COST IN CLOUD;NU;MT
73.07267446852634;79338.31999999576;28341.16;21.5999999999997
70.14858428168135;167896.27999999793;30742.096;20.959999999999713
85.79662616315777;104244.2965916362;33079.628;21.27999999999971
83.92130694822094;30619.039999995966;28439.16;21.5999999999997
56.82829387335364;97023.45659163635;26723.66;21.5999999999997
64.59595392183894;163629.19999999675;28371.66;21.5999999999997
76.43585402956447;90517.17744908482;31154.66;21.5999999999997
72.82320944038875;179847.93123258045;31091.66;21.599999999999703
76.43218777362009;60556.79999999654;27142.628;21.279999999999706
71.91594847092315;144308.18928188292;29310.66;21.5999999999997
