ALD;COST IN CLOUD;NU;MT
76.02559393260688;27839.199999995784;25897.896;8.959999999999955
76.62627294071828;48597.39999999574;28629.896;8.959999999999955
90.87055848883237;20712.879999995417;28349.396;8.959999999999951
87.80897377864703;18176.99999999594;26605.832;8.319999999999965
87.9404187945273;16732.799999996256;24276.364;8.639999999999961
87.8478406689264;40077.86851017798;29267.396;8.959999999999951
74.75518687345175;54918.39999999569;27683.864;8.639999999999961
84.82876846165301;17579.39999999603;25485.832;8.319999999999965
83.07343527250121;19171.039999995908;25961.864;8.639999999999961
79.05041639422181;18425.99999999583;26761.396;8.959999999999951
