ALD;COST IN CLOUD;NU;MT
83.23947761451018;26664.22357142495;23753.24;2.4000000000000017
86.65353482862736;26993.972142853483;24099.24;2.4000000000000012
87.72106541194934;18018.452142853566;23866.24;2.4000000000000012
78.55363613490766;26358.452142853614;24077.74;2.4000000000000012
92.63378323860383;31443.023571424845;24343.74;2.4000000000000017
86.29384646095392;34059.86357142496;24376.24;2.4000000000000017
86.08841683758934;18233.080714282005;23845.24;2.4000000000000012
92.22560628311625;18068.25214285352;24244.74;2.4000000000000017
86.40122856424013;22376.452142853563;23945.74;2.4000000000000012
88.58754712691523;17996.0521428535;24063.24;2.4000000000000012
