ALD;COST IN CLOUD;NU;MT
47.891084501568635;12964.694999997593;14251.932;4.320000000000003
26.76209139466372;11893.05214285486;10505.432;4.32
84.50725085747864;26955.83937298668;22049.932;4.320000000000001
80.44800006015237;18293.38760449791;22983.932;4.32
55.266939219564925;12590.252142854773;10692.932;4.320000000000001
42.50584307797262;16081.252142853922;17774.432;4.320000000000003
77.14744216622921;17788.05214285355;22299.932;4.320000000000003
40.78619188375796;14741.63785714002;15804.432;4.320000000000003
50.34939137311311;13920.494999997247;13913.932;4.32
76.46766730473462;18367.052142853372;22181.432;4.32
