ALD;COST IN CLOUD;NU;MT
43.473723893901536;15484.223571425508;15335.136;6.359999999999991
41.15760820518023;15844.77499999695;18293.636;6.359999999999991
69.43979231740899;23030.823571424768;23265.636;6.359999999999991
48.98324569309753;15115.69499999698;16224.636;6.359999999999995
64.2459298905984;94146.2121428545;19023.136;6.359999999999994
68.8566679977611;18282.880714281942;22090.136;6.359999999999997
60.421909227785456;2462.5092857142386;1320.136;6.359999999999991
50.110158953452526;15496.294999996868;17332.136;6.359999999999997
50.887416271337;16183.04642856822;18313.136;6.359999999999994
41.40824610856673;15310.309285711222;15991.636;6.359999999999997
