ALD;COST IN CLOUD;NU;MT
306.70818800818;562441.7340414119;293597.89;8.899999999999988
448.02000925814883;517905.5239067712;177899.89;8.899999999999986
452.3450876490573;489952.5485053313;219504.89;8.899999999999986
448.07917009784063;513364.09662682295;216324.39;8.899999999999986
445.7064979693992;502522.3457604183;219458.39;8.899999999999986
302.89088108686605;554544.9847165778;293434.89;8.899999999999986
300.7278510604141;575225.6328802278;285980.39;8.899999999999988
304.07580764719904;573712.7366137194;291619.89;8.899999999999986
447.262696742423;522432.74381703837;217795.89;8.899999999999986
301.07310807957293;558163.5524784261;290728.39;8.899999999999988
