ALD;COST IN CLOUD;NU;MT
154.35222765685128;25104.439999996684;23489.398;3.9800000000000026
180.50997962358076;39577.07999999671;24197.898;3.980000000000003
158.35633678456182;42826.61191853901;22018.898;3.980000000000003
183.2684765471021;64415.279999997074;23315.898;3.980000000000003
172.35106271428396;34612.23999999639;24241.398;3.9800000000000026
162.74106881810508;27672.91999999692;22793.398;3.980000000000003
177.46595110393494;19225.79999999675;22816.398;3.9800000000000026
154.09521443976675;26834.02340835712;21339.398;3.980000000000003
166.77963901596004;46346.63999999703;22907.898;3.980000000000003
153.39615160405936;49884.97191853919;22234.898;3.980000000000003
