ALD;COST IN CLOUD;NU;MT
72.52683150245785;21513.59999999515;23713.0;0.0
79.29293149188119;21613.199999995137;23488.0;0.0
72.54933812522678;21314.39999999522;23739.0;0.0
73.37049884475314;21563.399999995137;23872.0;0.0
77.46709711242681;21463.799999995186;24101.5;0.0
71.21411102107467;21762.599999995116;23908.0;0.0
76.49321508716615;22061.399999995047;23760.0;0.0
76.04551709263654;21662.999999995114;24044.0;0.0
68.5563983491319;21115.19999999523;23145.0;0.0
70.0829737983856;21115.199999995242;23345.5;0.0
