ALD;COST IN CLOUD;NU;MT
69.77358709804761;21413.999999995172;23318.0;0.0
76.4603290694908;21613.199999995086;23684.0;0.0
68.39919050351921;20816.3999999953;22982.0;0.0
73.39062280077312;21463.799999995186;23683.5;0.0
70.70677362274073;20816.3999999953;23315.0;0.0
72.51233910705619;21164.99999999522;23683.5;0.0
68.21617909376931;20965.799999995277;23148.0;0.0
70.26231122694932;21314.399999995207;23459.5;0.0
69.78290829308318;21513.59999999511;23513.5;0.0
76.49319784404749;21513.59999999516;23575.0;0.0
