ALD;COST IN CLOUD;NU;MT
321.0396128332649;17092.11999999798;19411.91;9.099999999999984
300.9031512172224;24236.34678111378;18778.41;9.099999999999984
295.99972479702103;22025.31999999794;18172.91;9.099999999999982
304.73493981236066;15241.039999997976;16745.91;9.099999999999982
282.8773730052547;20213.14808145589;16893.41;9.099999999999984
312.2757907113214;31185.91999999821;14760.91;9.099999999999984
281.86990755146803;54439.479999997624;25672.41;9.099999999999982
311.8337487548101;36272.11999999776;21647.91;9.099999999999984
294.7882988831651;26263.736591637666;21637.91;9.099999999999984
292.6689110763555;32616.359999998407;15398.41;9.099999999999984
