ALD;COST IN CLOUD;NU;MT
226.72762485015303;666960.7698279303;225109.5;0.0
226.9054061821558;683847.1738887422;222178.5;0.0
226.67705203679276;669279.0810554142;222653.5;0.0
227.02848137658586;687123.9400495873;224086.0;0.0
227.05966056560285;675793.9367013008;224638.0;0.0
226.78011689102732;675496.8007420126;223033.0;0.0
226.89212711591952;675818.833667752;224543.5;0.0
226.79599522541164;673435.0637327069;225363.0;0.0
226.80428119416197;660543.0477948459;225340.5;0.0
226.77489914089227;664867.053955701;222098.0;0.0
