ALD;COST IN CLOUD;NU;MT
239.12592160131095;541239.8842126252;233799.718;2.180000000000001
240.74735638192882;536798.9249492578;234704.718;2.180000000000001
240.2350219142133;515082.2173103146;233191.718;2.180000000000001
240.32981781950437;571009.7502057279;236199.718;2.180000000000001
239.9187576017632;532023.2016686157;234357.218;2.180000000000001
240.0264353274805;506442.8825274321;232996.218;2.180000000000001
240.4000058278276;525528.7553234212;236244.718;2.180000000000001
241.3212856823355;536588.287321355;235108.718;2.1800000000000015
238.9296285638698;507340.17583706474;233581.218;2.1800000000000015
240.5404439924709;520094.8586882996;235141.718;2.180000000000001
