ALD;COST IN CLOUD;NU;MT
226.68140674013435;657858.1269028666;224299.0;0.0
226.9426232313372;663639.8919252991;226861.0;0.0
226.71114734025693;675266.2365017422;221613.0;0.0
226.6641449842953;658112.6021054392;221782.0;0.0
227.0406483462092;677567.51377757;221534.0;0.0
226.8631251668493;669378.636367811;225274.5;0.0
226.8120404820992;660099.1830416154;225755.0;0.0
226.9769150732348;678132.6142476806;223599.5;0.0
226.82014900611236;669895.4532431851;221740.5;0.0
226.77913964093082;659223.7518569928;225417.5;0.0
