ALD;COST IN CLOUD;NU;MT
267.233154426119;22007.59999999718;17286.32;3.200000000000002
289.28990319154804;30021.39999999734;17130.82;3.200000000000002
241.28681270554338;22107.199999997167;17333.32;3.200000000000002
260.80446852259917;38936.5999999973;17127.82;3.200000000000002
443.49434657271;35744.39999999802;12438.32;3.200000000000002
276.0053022912633;21858.19999999723;17530.32;3.200000000000002
313.16436087868533;47244.19999999752;16888.82;3.200000000000002
280.98392507437484;34351.999999997344;17133.82;3.200000000000002
277.82402098090216;16880.199999997305;16715.82;3.200000000000002
439.59802579725897;35843.999999998;12342.32;3.200000000000002
297.3216153491082;29876.999999997424;16967.82;3.200000000000002
277.9344240962115;21260.59999999733;16957.32;3.200000000000002
