ALD;COST IN CLOUD;NU;MT
75.20061925588013;32022.399999994843;22658.268;7.679999999999992
29.722832102753166;23844.79999999568;23723.284;7.839999999999978
36.98172669294211;28332.19999999569;23282.284;7.839999999999978
35.75752239803881;59094.599999995844;23677.784;7.839999999999985
31.0252812811238;19377.19999999573;23995.784;7.839999999999985
35.44141928476149;24984.399999995716;23117.784;7.839999999999978
29.260264058565316;46814.133562226394;23039.784;7.839999999999978
34.56432315983038;23852.199999995726;23558.784;7.839999999999988
34.83102036751808;19372.19999999575;23126.284;7.839999999999978
30.58875000253291;51071.4304109169;23703.268;7.679999999999985
33.92371591800313;19571.39999999573;22826.784;7.839999999999981
78.01795640523362;63186.239999995;22924.784;7.839999999999985
