ALD;COST IN CLOUD;NU;MT
447.27437518363604;447939.439582271;315867.202;32.0199999999995
445.1457826216128;468164.23155461624;339396.726;32.25999999999949
436.11576522328113;467200.46218977374;322799.266;32.659999999999485
437.4114686849376;480179.26912043215;339406.242;32.41999999999949
437.38191660518794;456903.5153661701;338496.862;33.619999999999465
433.98505822580773;429393.77151529747;337471.242;32.41999999999949
440.6140771405491;486868.67885739554;334375.806;33.05999999999948
443.8834001948847;487067.1495062927;340122.742;32.41999999999949
438.9161938648211;435160.5401567;324104.742;32.41999999999949
450.0974172987835;514446.0668477242;343100.774;32.73999999999948
