ALD;COST IN CLOUD;NU;MT
92.97429456029373;58389.23999999614;26169.84;18.399999999999785
94.25922975568055;16838.479999996318;22631.84;18.399999999999785
63.63656153204451;136298.59999999817;24739.34;18.399999999999785
102.45739918444133;91849.67999999599;27840.84;18.399999999999785
66.65971399795936;156306.19999999795;24666.34;18.399999999999782
77.92147126937404;107534.9096248624;25739.84;18.399999999999785
80.67938388457274;105447.9999999968;25552.84;18.399999999999782
87.29528724347313;38069.66678111175;25114.34;18.399999999999785
84.0012524161998;131988.59999999753;25543.84;18.399999999999785
86.70160356229187;61498.47999999637;24212.84;18.399999999999785
