ALD;COST IN CLOUD;NU;MT
59.37581980860273;122605.91999999605;27820.852;23.519999999999676
95.42217126732106;24804.23999999568;36095.82;23.199999999999683
73.87740578977166;51723.079999995476;33805.288;22.87999999999969
58.7590832253491;221000.1599999979;29643.32;23.199999999999683
84.71577041509397;27649.03999999583;35698.788;22.87999999999969
67.3824805276967;24163.645959266858;30817.288;22.87999999999969
65.70319816721408;72619.59999999641;30800.788;22.87999999999969
67.3443849082206;74630.27999999584;34933.756;22.559999999999697
72.13513571904325;148484.63999999675;33820.852;23.519999999999676
78.53124059871338;58157.07999999544;30621.82;23.199999999999683
