ALD;COST IN CLOUD;NU;MT
325.4905628490669;232074.8369974439;108698.492;34.91999999999986
333.89059923136506;245488.48181938299;106839.956;34.5599999999998
322.8596313826086;170005.22707337423;102591.464;34.639999999999816
301.55898979381556;191148.22272060337;100824.956;34.5599999999998
330.7729376386115;207349.40141510067;110520.984;34.83999999999985
321.43744532497004;194954.53231286188;94402.008;35.079999999999885
346.7165755336375;209719.88512446266;127539.464;34.639999999999816
312.36958674799496;185778.75907945842;95140.996;34.959999999999866
337.89379109110206;189259.69415849357;105165.984;34.83999999999985
325.33165242300646;205733.68269313563;103653.024;35.23999999999991
