ALD;COST IN CLOUD;NU;MT
338.8914253388551;160972.22472957213;80603.54;15.39999999999976
347.67922209566683;154362.67840979525;83577.54;15.39999999999976
336.3643606225332;177912.07806681975;88168.54;15.39999999999976
344.19106909613055;187512.29263954455;94315.04;15.39999999999976
333.2057613603248;176612.27974911584;91219.54;15.39999999999976
343.9470916268126;195668.31604790123;89722.04;15.39999999999976
358.3256490878803;155552.87447579825;91562.54;15.39999999999976
339.5050586835261;207071.07033771605;87270.54;15.39999999999976
347.29790918636706;203777.66879007345;93835.04;15.39999999999976
342.459732001118;167875.638409796;88038.54;15.39999999999976
