ALD;COST IN CLOUD;NU;MT
348.1582597658476;181834.11730326916;90305.608;16.079999999999746
346.54088094367785;164803.09612495417;89798.576;15.759999999999753
354.5604923278939;143166.55393687537;92651.104;16.039999999999747
347.37185606832185;180034.37798620813;94473.616;16.159999999999744
357.24480804439264;185171.80075359993;98282.616;16.159999999999744
339.7194550222694;182435.6441018889;98410.12;16.199999999999743
337.09762491177077;189049.29590387957;89303.58;15.799999999999752
343.5638479447022;191907.27614994842;85806.612;16.119999999999745
350.57231194810475;196233.23692165365;97841.588;15.87999999999975
350.48621979213976;178587.5497700976;94648.612;16.119999999999745
