ALD;COST IN CLOUD;NU;MT
33.39177851812957;18376.199999995806;21335.264;12.63999999999982
43.50440966596564;19123.19999999563;21023.264;12.63999999999982
38.82327041913392;18575.399999995785;21725.764;12.63999999999982
41.152694476976954;19172.999999995605;20519.748;12.479999999999823
50.281243714399444;16981.799999996132;19544.28;12.799999999999816
52.610228736168985;18625.199999995748;22116.764;12.63999999999982
56.04364890846398;14790.599999996644;18036.78;12.799999999999816
50.30341300887468;16981.799999996132;20341.78;12.799999999999816
45.89740453244008;15985.799999996365;19881.78;12.799999999999816
40.69629113263348;17330.399999996036;20291.78;12.799999999999816
