ALD;COST IN CLOUD;NU;MT
22.246848234360506;17927.999999996027;22962.272;2.720000000000002
57.73089959268215;17977.799999996052;22570.272;2.720000000000002
23.049892779951197;17529.59999999612;22870.272;2.720000000000002
19.169968680433314;27286.39999999592;23328.772;2.720000000000002
79.36306913556393;17081.399999996185;22231.772;2.720000000000002
24.48109689874534;18276.599999995982;23311.772;2.720000000000002
20.957078668551862;18176.99999999598;23447.772;2.720000000000002
19.771945493588195;26987.599999995913;23222.272;2.720000000000002
19.887363809903242;18625.199999995937;23550.772;2.720000000000002
67.41486027850081;17828.399999996112;22436.272;2.720000000000002
33.89055640448346;18127.19999999599;23522.272;2.720000000000002
70.37811515494153;17728.79999999606;22869.772;2.720000000000002
