ALD;COST IN CLOUD;NU;MT
19.736231937700502;28891.999999994623;23141.848;8.479999999999972
19.5138849922509;37797.19999999452;23575.848;8.479999999999976
20.676683489384036;82583.99999999462;24159.848;8.479999999999968
26.921792239978195;38833.746437762544;23432.848;8.479999999999968
20.915375778346245;59559.79999999465;23674.848;8.479999999999983
19.999760265510133;29240.59999999436;23416.848;8.479999999999976
17.68936598277268;55718.19464093777;23064.848;8.479999999999979
21.042391836370044;29534.399999994403;24106.848;8.479999999999979
18.948296248295303;43658.39999999431;23053.348;8.479999999999979
19.350916412841816;60075.999999994274;23885.348;8.479999999999976
20.61765318345949;38046.19999999441;23729.348;8.479999999999979
20.898366969002282;50549.99999999463;23338.848;8.479999999999979
