ALD;COST IN CLOUD;NU;MT
17.766573686503946;38344.99999999434;23811.172;6.719999999999994
17.52217168165227;64556.59999999432;23813.672;6.719999999999994
18.854141871624304;87367.79999999475;24023.172;6.719999999999994
17.393943450923782;39173.39999999438;23329.672;6.719999999999994
17.606559219203437;42879.7999999943;23788.172;6.719999999999994
18.847095301195015;60092.59999999448;23719.172;6.719999999999994
17.435909705719453;77419.99999999485;23378.672;6.719999999999994
18.822740248578523;46479.62297963007;23802.172;6.719999999999994
18.31686064582426;43618.59999999434;23705.672;6.719999999999994
18.754275623111965;68171.19999999483;23511.172;6.719999999999994
17.948244317067925;73094.39999999465;23356.672;6.719999999999994
17.693138879681406;56359.5999999943;23648.672;6.719999999999994
