ALD;COST IN CLOUD;NU;MT
39.55517949802256;14118.623571425751;14495.004;5.040000000000004
41.06437804317865;2015.209285714292;788.504;5.039999999999998
64.01487743214588;16298.937857139557;18163.004;5.039999999999998
71.02056862711729;18677.82357142465;22437.504;5.039999999999996
31.47463083226382;11628.62357142632;12910.504;5.039999999999996
40.51567929872881;11268.40928571215;12099.004;5.0399999999999965
27.605857142856674;10627.99499999798;9360.004;5.040000000000004
38.48165574439822;12322.309285711872;13323.504;5.0399999999999965
42.23493185044446;13696.480714282969;13061.004;5.039999999999998
41.86645205451755;15074.766428568373;15534.004;5.039999999999998
